id,date,municipality,province,area_ha,lat,lon,p_fuego,prediction
276072,2025-07-30,Tomiño,Pontevedra,31,41.9960109,-8.731412,0.1335,0
270174,2025-04-29,Cudillero,Asturias,31,43.5433575,-6.1936313,0.9943,1
256031,2025-02-20,Orbaizeta,Navarra,31,42.9743136,-1.2301437,0.0427,0
277962,2025-08-11,Murillo el Fruto,Navarra,31,42.3909899,-1.4599999,0.9931,1
255940,2025-02-20,Bertizarana,Navarra,31,43.1353585,-1.6302374,0.9920,1
280113,2025-08-17,Alfoz de Quintanadueñas,Burgos,30,42.4086943,-3.7497753,0.9793,1
279806,2025-08-13,Aldea del Rey,Ciudad Real,30,38.7380137,-3.8391468,0.9933,1
261743,2025-03-17,Luzaide / Valcarlos,Navarra,30,43.0926454,-1.3017388,0.9930,1
265444,2025-04-02,Merindad de Sotoscueva,Burgos,30,43.0374533,-3.6287009,0.9928,1
272232,2025-06-11,Zalamea la Real,Huelva,30,37.6793659,-6.6605705,0.9931,1
272195,2025-06-22,Pinell de Solsonès,Lleida,30,41.9708511,1.3998691,0.9929,1
256030,2025-02-16,Jaurrieta,Navarra,29,42.8871323,-1.1361277,0.9903,1
271867,2025-06-12,Torre de Juan Abad,Ciudad Real,29,38.5845739,-3.0609335,0.9928,1
277108,2025-08-05,Ponteceso,A Coruña,29,43.2428181,-8.9005051,0.9042,1
275138,2025-07-19,Villena,Alicante/Alacant,29,38.6360967,-0.8659745,0.9908,1
267967,2025-04-01,Aria,Navarra,29,42.9529822,-1.2664583,0.0013,0
270824,2025-05-26,Moguer,Huelva,29,37.2746182,-6.8373527,0.9899,1
266970,2025-04-08,San Pedro del Romeral,Cantabria,29,43.115382,-3.8184121,0.9928,1
257695,2025-02-19,Villacarriedo,Cantabria,29,43.2306206,-3.8049489,0.9938,1
265084,2025-03-07,Penagos,Cantabria,28,43.3413728,-3.8068404,0.9446,1
265041,2025-03-07,Miera,Cantabria,28,43.2754402,-3.7126373,0.8441,1
275528,2025-07-22,Jun,Granada,28,37.2217446,-3.5942908,0.9585,1
256049,2025-02-19,Sunbilla,Navarra,28,43.1640996,-1.6710173,0.9933,1
264860,2025-03-19,Peñamellera Alta,Asturias,28,43.3105213,-4.7122719,0.9931,1
276560,2025-08-03,Gerena,Sevilla,28,37.5293784,-6.1556433,0.9831,1
279702,2025-09-01,Gibraleón,Huelva,28,37.3746324,-6.9690748,0.9872,1
264561,2025-03-10,Baztan,Navarra,27,43.1628957,-1.4935352,0.9921,1
265028,2025-03-10,Santa María de Cayón,Cantabria,27,43.30976,-3.85548,0.9831,1
266430,2025-03-31,Soba,Cantabria,27,43.1915054,-3.5623672,0.9933,1
277913,2025-08-06,Fonsagrada, A,Lugo,27,43.1248311,-7.0676605,0.0664,0
267017,2025-04-07,Soba,Cantabria,27,43.1915054,-3.5623672,0.9926,1
282177,2025-09-20,Pantón,Lugo,27,42.5085938,-7.6423646,0.9941,1
264999,2025-02-21,Selaya,Cantabria,27,43.216694,-3.806861,0.9940,1
266998,2025-04-09,Vega de Pas,Cantabria,26,43.1585436,-3.7821043,0.9928,1
265144,2025-03-20,Cangas de Onís,Asturias,26,43.3136138,-5.0658503,0.9927,1
277448,2025-07-28,Villafranca del Bierzo,León,26,42.605583,-6.8111675,0.9931,1
254790,2025-02-16,Selaya,Cantabria,26,43.216694,-3.806861,0.9941,1
266850,2025-03-31,Cabuérniga,Cantabria,26,43.2064824,-4.3050679,0.9938,1
252891,2025-01-25,Luena,Cantabria,26,43.1117585,-3.9070384,0.9940,1
275532,2025-07-25,Andújar,Jaén,26,38.0392362,-4.0505603,0.9928,1
257712,2025-02-19,Saro,Cantabria,25,43.2598232,-3.8424627,0.9922,1
266880,2025-04-04,Molledo,Cantabria,25,43.15187,-4.0428,0.9938,1
268686,2025-04-11,Ruesga,Cantabria,25,43.2949477,-3.5375132,0.9910,1
257762,2025-02-19,Les,Lleida,25,42.8126854,0.7118311,0.9929,1
265479,2025-04-01,San Pedro del Romeral,Cantabria,25,43.115382,-3.8184121,0.9935,1
267050,2025-04-01,Ruesga,Cantabria,25,43.2949477,-3.5375132,0.9931,1
266833,2025-04-09,Onís,Asturias,25,43.2959886,-4.9714143,0.9854,1
266858,2025-04-01,Corrales de Buelna, Los,Cantabria,24,43.2625976,-4.0544987,0.9928,1
266960,2025-04-01,Luena,Cantabria,24,43.1117585,-3.9070384,0.9933,1
254798,2025-02-19,San Roque de Riomiera,Cantabria,24,43.2191046,-3.7200789,0.9931,1
257451,2025-02-20,Villacarriedo,Cantabria,24,43.2306206,-3.8049489,0.9933,1
266429,2025-04-08,Soba,Cantabria,24,43.1915054,-3.5623672,0.9901,1
266703,2025-04-01,Belmonte de Miranda,Asturias,24,43.2730601,-6.2613944,0.9582,1
277657,2025-08-07,Pontes de García Rodríguez, As,A Coruña,24,43.438943,-7.863266,0.9778,1
268555,2025-04-24,Maceda,Ourense,24,42.2708159,-7.6508391,0.9924,1
266832,2025-04-09,Aller,Asturias,24,43.1060163,-5.5808161,0.9906,1
252296,2025-01-19,Pías,Zamora,24,42.0919273,-6.9934658,0.9891,1
271984,2025-06-18,Peraleda del Zaucejo,Badajoz,24,38.4741788,-5.5645445,0.9933,1
271439,2025-06-09,Arroyo de la Luz,Cáceres,24,39.4840338,-6.5845773,0.9931,1
255941,2025-02-19,Luzaide / Valcarlos,Navarra,24,43.0926454,-1.3017388,0.9928,1
279421,2025-08-13,Santa Colomba de Curueño,León,24,42.751273,-5.4127086,0.9930,1
257440,2025-02-21,Arredondo,Cantabria,23,43.274538,-3.6017743,0.9924,1
264985,2025-03-14,Luena,Cantabria,23,43.1117585,-3.9070384,0.9941,1
282271,2025-09-24,Villanueva de la Serena,Badajoz,23,38.9736819,-5.8003669,0.9912,1
264026,2025-03-20,Morcín,Asturias,23,43.2669129,-5.900945,0.9875,1
274817,2025-07-15,Olivenza,Badajoz,23,38.6854813,-7.0995738,0.9935,1
251245,2025-01-15,Cabrillanes,León,22,42.95367,-6.147952,0.9910,1
281039,2025-09-06,Chillón,Ciudad Real,22,38.7967523,-4.8669119,0.9933,1
266700,2025-03-31,Hermisende,Zamora,22,41.9688114,-6.8955455,0.9920,1
278491,2025-08-16,Trujillo,Cáceres,22,39.4605657,-5.8816626,0.9923,1
270543,2025-05-22,Quintana del Castillo,León,22,42.6609431,-6.0467428,0.0135,0
279713,2025-08-29,Don Benito,Badajoz,22,38.9540269,-5.8619466,0.9920,1
266990,2025-04-08,Vega de Pas,Cantabria,22,43.1585436,-3.7821043,0.9924,1
279191,2025-08-22,Coaña,Asturias,22,43.5126258,-6.7610106,0.5215,1
275122,2025-07-16,Santos de Maimona, Los,Badajoz,22,38.449746,-6.3615125,0.9929,1
265073,2025-03-03,Entrambasaguas,Cantabria,22,43.3776292,-3.6823116,0.9885,1
279258,2025-08-15,Chantada,Lugo,22,42.6096223,-7.7705862,0.0036,0
268685,2025-04-01,Soba,Cantabria,21,43.1915054,-3.5623672,0.9932,1
281431,2025-09-06,Ponga,Asturias,21,43.1873037,-5.1540872,0.9929,1
271438,2025-06-07,Salorino,Cáceres,21,39.4780671,-7.0102658,0.9934,1
279765,2025-08-28,Almonacid de Toledo,Toledo,21,39.7538204,-3.8543691,0.6566,1
266843,2025-04-09,Arenas de Iguña,Cantabria,21,43.1870286,-4.0496673,0.9941,1
251237,2025-01-02,Villacarriedo,Cantabria,21,43.2306206,-3.8049489,0.9499,1
265454,2025-04-01,Luena,Cantabria,21,43.1117585,-3.9070384,0.9933,1
277922,2025-08-11,Verín,Ourense,20,41.9406091,-7.4406032,0.9933,1
251855,2025-01-16,Villacarriedo,Cantabria,20,43.2306206,-3.8049489,0.9937,1
264554,2025-03-05,Baztan,Navarra,20,43.1628957,-1.4935352,0.9876,1
275530,2025-07-25,Úbeda,Jaén,20,38.0111398,-3.3719098,0.9930,1
279775,2025-08-20,Aldea del Fresno,Madrid,20,40.3215212,-4.19936,0.9960,1
276930,2025-08-01,Astudillo,Palencia,20,42.1927215,-4.2938662,0.0058,0
277105,2025-08-05,Mondariz,Pontevedra,20,42.2329417,-8.4548756,0.9794,1
264987,2025-03-10,Vega de Pas,Cantabria,20,43.1585436,-3.7821043,0.9931,1
264979,2025-03-31,Corvera de Toranzo,Cantabria,20,43.2161496,-3.9620953,0.9938,1
275055,2025-07-19,Arroyomolinos,Madrid,20,40.2729225,-3.9157978,0.9531,1
279600,2025-08-15,Vega de Valcarce,León,20,42.6644368,-6.9454103,0.9926,1
265142,2025-03-20,Piloña,Asturias,20,43.3340915,-5.331035,0.9935,1
281352,2025-09-15,Puertollano,Ciudad Real,20,38.6852161,-4.1111749,0.9921,1
276214,2025-07-27,Carballedo,Lugo,20,42.530768,-7.8055203,0.9922,1
267051,2025-04-01,Arredondo,Cantabria,20,43.274538,-3.6017743,0.9931,1
251734,2025-01-17,Aller,Asturias,19,43.1060163,-5.5808161,0.9921,1
266644,2025-04-01,Peñamellera Baja,Asturias,19,43.3086006,-4.5862926,0.5921,1
266646,2025-04-01,Lena,Asturias,19,43.1615692,-5.8281354,0.3717,0
276350,2025-07-31,Cerro de Andévalo, El,Huelva,19,37.7334975,-6.9384854,0.9928,1
265089,2025-03-07,Riotuerto,Cantabria,19,43.3326111,-3.6961004,0.9769,1
281663,2025-09-16,Ujué / Uxue,Navarra,19,42.5061582,-1.499409,0.9934,1
273563,2025-07-04,Boiro,A Coruña,19,42.6462941,-8.8858718,0.6857,1
278868,2025-08-08,Huerce, La,Guadalajara,19,41.1527065,-3.1701284,0.9915,1
278917,2025-08-17,Alburquerque,Badajoz,19,39.2190169,-6.9999295,0.9925,1
273528,2025-07-03,Badajoz,Badajoz,19,38.878187,-6.9701115,0.0056,0
281424,2025-09-13,Bonares,Huelva,19,37.3214037,-6.683161,0.9940,1
281128,2025-09-14,Miajadas,Cáceres,19,39.1501902,-5.9090558,0.9936,1
254789,2025-02-16,Vega de Pas,Cantabria,19,43.1585436,-3.7821043,0.9932,1
279814,2025-08-26,Tineo,Asturias,19,43.333974,-6.4165462,0.9929,1
277330,2025-08-03,Valdelacalzada,Badajoz,19,38.8900118,-6.7011669,0.9931,1
271662,2025-06-16,Chinchilla de Monte-Aragón,Albacete,19,None,None,-1.0000,0
277916,2025-08-10,Estrada, A,Pontevedra,18,42.1741006,-8.5065713,0.9903,1
267068,2025-04-01,Valdeprado del Río,Cantabria,18,42.875519,-4.0926302,0.0016,0
275861,2025-07-22,Foradada del Toscar,Huesca,18,42.4099476,0.350978,0.9936,1
268663,2025-04-05,Tudanca,Cantabria,18,43.15226,-4.3728,0.7150,1
271585,2025-06-14,Cadaqués,Girona,18,42.2893484,3.2752159,0.9927,1
281372,2025-09-14,Moral de Sayago,Zamora,18,41.4725316,-6.1010812,0.9935,1
251240,2025-01-02,Miera,Cantabria,18,43.2754402,-3.7126373,0.9932,1
276071,2025-07-29,Fornelos de Montes,Pontevedra,18,42.3278337,-8.4353139,0.0031,0
254788,2025-02-18,San Roque de Riomiera,Cantabria,18,43.2191046,-3.7200789,0.9935,1
282158,2025-09-25,Dozón,Pontevedra,18,42.5950221,-8.0473457,0.9918,1
271436,2025-06-05,Alange,Badajoz,18,38.7851386,-6.2472718,0.9929,1
257724,2025-01-10,Miera,Cantabria,18,43.2754402,-3.7126373,0.9936,1
256810,2025-02-26,Sant Carles de la Ràpita,Tarragona,18,40.6178149,0.5900091,0.9895,1
255836,2025-01-27,Castillejo de Martín Viejo,Salamanca,18,40.7010553,-6.645907,0.9927,1
281591,2025-09-21,Villanueva de la Serena,Badajoz,18,38.9736819,-5.8003669,0.9919,1
282163,2025-09-16,Cangas del Narcea,Asturias,18,43.1774374,-6.5499784,0.9932,1
279189,2025-08-15,Muxía,A Coruña,18,43.1071193,-9.2181926,0.9448,1
266992,2025-04-08,Vega de Pas,Cantabria,18,43.1585436,-3.7821043,0.9924,1
279407,2025-08-16,Caso,Asturias,18,43.1747943,-5.3270258,0.1553,0
264847,2025-04-01,Lena,Asturias,18,43.1615692,-5.8281354,0.3717,0
279370,2025-08-18,Valle de Hecho,Huesca,18,42.7307349,-0.7327873,0.9916,1
266871,2025-03-31,Mazcuerras,Cantabria,18,43.29764,-4.20947,0.9931,1
271067,2025-06-04,Zaragoza,Zaragoza,18,41.6521342,-0.8809428,0.9500,1
277677,2025-08-10,Mérida,Badajoz,17,38.9174665,-6.3443977,0.9925,1
257341,2025-02-06,Lama, A,Pontevedra,17,42.445646,-8.4036413,0.8370,1
276922,2025-08-03,Vilalba,Lugo,17,43.2962819,-7.6787671,0.9493,1
266753,2025-03-31,Baztan,Navarra,17,43.1628957,-1.4935352,0.9932,1
257444,2025-02-21,Miera,Cantabria,17,43.2754402,-3.7126373,0.9935,1
268906,2025-04-01,Cangas de Onís,Asturias,17,43.3136138,-5.0658503,0.8778,1
264898,2025-03-06,Valdáliga,Cantabria,17,43.3301421,-4.3518153,0.9950,1
267044,2025-04-01,Ruesga,Cantabria,17,43.2949477,-3.5375132,0.9931,1
267069,2025-04-10,Valdeprado del Río,Cantabria,17,42.875519,-4.0926302,0.9918,1
279665,2025-08-23,Alcántara,Cáceres,17,39.7206785,-6.8869875,0.9933,1
273632,2025-07-04,Boiro,A Coruña,17,42.6462941,-8.8858718,0.6857,1
277104,2025-08-03,Vilar de Barrio,Ourense,17,42.1602913,-7.611113,0.9936,1
272191,2025-06-20,Os de Balaguer,Lleida,17,41.8713099,0.7193399,0.9925,1
268650,2025-04-27,Porto,Zamora,17,42.167526,-6.8987704,0.9903,1
276945,2025-08-03,Cádiar,Granada,17,36.9462307,-3.1802705,0.9885,1
254809,2025-02-19,Baztan,Navarra,17,43.1628957,-1.4935352,0.9926,1
265044,2025-03-07,Miera,Cantabria,16,43.2754402,-3.7126373,0.8441,1
266925,2025-02-21,Cillorigo de Liébana,Cantabria,16,43.2076777,-4.6122569,0.9937,1
266778,2025-04-01,Baztan,Navarra,16,43.1628957,-1.4935352,0.9930,1
268672,2025-04-01,Luena,Cantabria,16,43.1117585,-3.9070384,0.9933,1
268657,2025-04-28,Cudillero,Asturias,16,43.5433575,-6.1936313,0.9943,1
276907,2025-08-04,Fisterra,A Coruña,16,42.9064771,-9.263789,0.8337,1
281350,2025-09-15,Almoguera,Guadalajara,16,40.2968314,-2.9844461,0.9930,1
265469,2025-04-02,Baztan,Navarra,16,43.1628957,-1.4935352,0.9928,1
265457,2025-04-02,Amieva,Asturias,16,43.2450993,-5.0730662,0.0570,0
274973,2025-07-16,Baños de la Encina,Jaén,16,38.1710134,-3.7744639,0.9917,1
267004,2025-04-01,Corvera de Toranzo,Cantabria,16,43.2161496,-3.9620953,0.9938,1
267022,2025-04-07,Soba,Cantabria,16,43.1915054,-3.5623672,0.9926,1
268785,2025-04-09,Erro,Navarra,16,42.9631627,-1.4154255,0.9927,1
265488,2025-04-01,Caso,Asturias,16,43.1747943,-5.3270258,0.6135,1
279307,2025-08-14,Montederramo,Ourense,16,42.2752812,-7.5027103,0.9921,1
281167,2025-09-08,Chandrexa de Queixa,Ourense,16,42.2592799,-7.3776155,0.9912,1
266779,2025-04-01,Baztan,Navarra,16,43.1628957,-1.4935352,0.9930,1
279369,2025-08-20,Peñarroya-Pueblonuevo,Córdoba,16,38.3026178,-5.2714828,0.9927,1
271223,2025-06-09,Puerto Real,Cádiz,16,36.5286856,-6.1902161,0.9611,1
266436,2025-03-10,Castro-Urdiales,Cantabria,16,43.3843347,-3.2162576,0.9792,1
264861,2025-03-19,Llanes,Asturias,15,43.4211205,-4.7530835,0.9939,1
265486,2025-04-01,Caso,Asturias,15,43.1747943,-5.3270258,0.6135,1
267936,2025-03-13,Bera,Navarra,15,43.2813278,-1.6796472,0.9910,1
273871,2025-07-01,Plasencia,Cáceres,15,40.029921,-6.090168,0.9907,1
275860,2025-07-21,Anento,Zaragoza,15,41.0700726,-1.3333288,0.0013,0
275179,2025-07-21,Casares,Málaga,15,36.4433477,-5.2728863,0.9930,1
277960,2025-08-11,Navalmoral,Ávila,15,40.4602967,-4.7662162,0.9923,1
266645,2025-04-05,Parres,Asturias,15,43.3588207,-5.1846557,0.9639,1
278914,2025-08-12,Casares de las Hurdes,Cáceres,15,40.4401453,-6.2883001,0.9922,1
264549,2025-03-05,Leitza,Navarra,15,43.0806959,-1.9163064,0.9928,1
270551,2025-05-22,Almería,Almería,15,36.8414197,-2.4628135,0.9672,1
266956,2025-03-31,Campoo de Yuso,Cantabria,15,43.030583,-3.9893084,0.9934,1
279362,2025-08-22,Cartagena,Murcia,15,37.6155018,-0.987511,0.9810,1
279364,2025-08-06,Constantina,Sevilla,15,37.87757,-5.62185,0.9928,1
264584,2025-03-05,Baztan,Navarra,15,43.1628957,-1.4935352,0.9876,1
266987,2025-04-10,Vega de Pas,Cantabria,15,43.1585436,-3.7821043,0.9925,1
275180,2025-07-19,Villarrubia de los Ojos,Ciudad Real,15,39.2181465,-3.6070212,0.9934,1
268902,2025-04-30,Ponga,Asturias,14,43.1873037,-5.1540872,0.1317,0
267030,2025-04-01,Soba,Cantabria,14,43.1915054,-3.5623672,0.9932,1
274493,2025-07-09,Plasencia,Cáceres,14,40.029921,-6.090168,0.9905,1
279672,2025-08-09,Ciudad Rodrigo,Salamanca,14,40.5973921,-6.5335182,0.5083,1
272117,2025-06-21,Sant Esteve Sesrovires,Barcelona,14,41.4932429,1.8747348,0.9221,1
266974,2025-04-08,Luena,Cantabria,14,43.1117585,-3.9070384,0.9939,1
265455,2025-04-01,San Pedro del Romeral,Cantabria,14,43.115382,-3.8184121,0.9935,1
265011,2025-02-19,Vega de Pas,Cantabria,14,43.1585436,-3.7821043,0.9930,1
277006,2025-08-03,Argés,Toledo,14,39.8062915,-4.056902,0.6423,1
254209,2025-02-06,Tudanca,Cantabria,14,43.15226,-4.3728,0.9929,1
267055,2025-04-01,Voto,Cantabria,14,43.3467008,-3.5109605,0.9935,1
268620,2025-04-11,Aller,Asturias,14,43.1060163,-5.5808161,0.9892,1
281131,2025-09-13,Alhambra,Ciudad Real,14,38.8995809,-3.0528676,0.9936,1
273711,2025-07-03,Cabra,Córdoba,14,37.4718153,-4.4335616,0.9912,1
279367,2025-08-18,Torrente de Cinca,Huesca,13,41.4731356,0.3348933,0.9934,1
264907,2025-03-20,Ruente,Cantabria,13,43.2586842,-4.2673241,0.9941,1
275909,2025-07-29,Casar de Escalona, El,Toledo,13,40.0659782,-4.5195347,0.9928,1
266576,2025-04-08,Baztan,Navarra,13,43.1628957,-1.4935352,0.9927,1
268690,2025-04-10,Vega de Pas,Cantabria,13,43.1585436,-3.7821043,0.9925,1
277452,2025-08-06,Carataunas,Granada,13,36.9229148,-3.4083624,0.9891,1
276401,2025-07-29,Torrejoncillo,Cáceres,13,39.8965404,-6.466299,0.9910,1
266565,2025-04-01,Baztan,Navarra,13,43.1628957,-1.4935352,0.9930,1
266958,2025-03-31,Luena,Cantabria,13,43.1117585,-3.9070384,0.9935,1
272486,2025-06-23,Senés,Almería,13,37.2034892,-2.3444627,0.9915,1
265039,2025-03-10,Miera,Cantabria,13,43.2754402,-3.7126373,0.9927,1
275135,2025-07-15,San Martín de Pusa,Toledo,13,39.7826821,-4.6336085,0.9937,1
276349,2025-07-29,Berja,Almería,13,36.8428832,-2.945818,0.9900,1
266434,2025-04-01,Soba,Cantabria,13,43.1915054,-3.5623672,0.9932,1
264883,2025-03-20,Cabuérniga,Cantabria,13,43.2064824,-4.3050679,0.9940,1
266658,2025-04-01,Valdelugueros,León,13,42.9779071,-5.4172489,0.9927,1
251856,2025-01-19,Ruente,Cantabria,13,43.2586842,-4.2673241,0.9944,1
267062,2025-04-10,Karrantza Harana / Valle de Carranza,Bizkaia,13,43.2057433,-3.3639367,0.9940,1
266959,2025-04-09,Luena,Cantabria,13,43.1117585,-3.9070384,0.9937,1
276212,2025-07-29,Carballeda de Avia,Ourense,13,42.3208186,-8.1648727,0.0042,0
264579,2025-03-10,Baztan,Navarra,13,43.1628957,-1.4935352,0.9921,1
274484,2025-07-14,Paradela,Lugo,13,42.764594,-7.567601,0.9428,1
281631,2025-09-18,Yernes y Tameza,Asturias,12,43.2603086,-6.1055773,0.0091,0
272248,2025-06-21,Taramundi,Asturias,12,43.3605685,-7.1088221,0.6359,1
281373,2025-09-12,Melgar de Tera,Zamora,12,41.965762,-6.0141347,0.9931,1
272772,2025-06-25,Aznalcóllar,Sevilla,12,37.5193459,-6.2716793,0.9829,1
253249,2025-02-06,Serranillos,Ávila,12,40.3370385,-4.9110018,0.9931,1
280780,2025-09-04,Toreno,León,12,42.6965966,-6.5127579,0.9923,1
267029,2025-04-10,Soba,Cantabria,12,43.1915054,-3.5623672,0.9916,1
268658,2025-04-28,Cudillero,Asturias,12,43.5433575,-6.1936313,0.9943,1
266836,2025-04-05,Rionansa,Cantabria,12,43.2195449,-4.3955368,0.9882,1
277897,2025-08-10,Vilalba,Lugo,12,43.2962819,-7.6787671,0.9873,1
273845,2025-07-05,Esparragosa de Lares,Badajoz,12,38.9744429,-5.2685101,0.9928,1
265483,2025-04-01,San Pedro del Romeral,Cantabria,12,43.115382,-3.8184121,0.9935,1
252952,2025-01-13,Arenas de Iguña,Cantabria,12,43.1870286,-4.0496673,0.9941,1
276226,2025-07-29,Lalín,Pontevedra,12,42.6614127,-8.1109759,0.0019,0
251220,2025-01-02,Lena,Asturias,11,43.1615692,-5.8281354,0.9940,1
267969,2025-03-31,Garralda,Navarra,11,42.9472388,-1.2881182,0.9928,1
266837,2025-04-05,Rionansa,Cantabria,11,43.2195449,-4.3955368,0.9882,1
254797,2025-02-16,San Roque de Riomiera,Cantabria,11,43.2191046,-3.7200789,0.9933,1
264997,2025-02-21,Selaya,Cantabria,11,43.216694,-3.806861,0.9940,1
275921,2025-07-26,Ribas de Sil,Lugo,11,42.4292881,-7.2643601,0.9937,1
267013,2025-04-01,Vega de Pas,Cantabria,11,43.1585436,-3.7821043,0.9930,1
266859,2025-04-01,Corrales de Buelna, Los,Cantabria,11,43.2625976,-4.0544987,0.9928,1
276721,2025-08-02,Carballo,A Coruña,11,43.2134123,-8.6891286,0.0024,0
264897,2025-03-06,Valdáliga,Cantabria,11,43.3301421,-4.3518153,0.9950,1
270203,2025-04-29,Onís,Asturias,11,43.2959886,-4.9714143,0.9911,1
265480,2025-04-01,San Pedro del Romeral,Cantabria,11,43.115382,-3.8184121,0.9935,1
264865,2025-03-19,Herrerías,Cantabria,11,43.3081749,-4.4683661,0.9941,1
266821,2025-03-31,Bande,Ourense,11,42.0316148,-7.9749081,0.2132,0
267974,2025-04-01,Orbaizeta,Navarra,11,42.9743136,-1.2301437,0.0010,0
278918,2025-08-17,Miajadas,Cáceres,11,39.1501902,-5.9090558,0.1026,0
278570,2025-08-16,Toques,A Coruña,11,42.9692524,-7.955717,0.9829,1
266649,2025-04-01,Lena,Asturias,11,43.1615692,-5.8281354,0.3717,0
266777,2025-04-01,Baztan,Navarra,11,43.1628957,-1.4935352,0.9930,1
277328,2025-08-04,Aljaraque,Huelva,11,37.2664912,-7.0246859,0.9814,1
266826,2025-03-26,Oia,Pontevedra,11,42.031505,-8.8444098,0.9915,1
282161,2025-09-18,Becerreá,Lugo,11,42.8544959,-7.1616043,0.9929,1
270830,2025-05-26,Zarza, La,Badajoz,11,38.8187552,-6.2188041,0.9926,1
266886,2025-04-08,Molledo,Cantabria,11,43.15187,-4.0428,0.9938,1
268673,2025-04-09,Vega de Pas,Cantabria,11,43.1585436,-3.7821043,0.9928,1
279212,2025-08-17,San Cibrao das Viñas,Ourense,11,42.2964763,-7.8723141,0.9917,1
266426,2025-03-31,Galende,Zamora,11,42.1051925,-6.6622276,0.9909,1
279849,2025-08-16,Padul,Granada,11,37.0222913,-3.6274938,0.9893,1
266831,2025-03-26,Carnota,A Coruña,10,42.821959,-9.0878032,0.9916,1
277928,2025-08-11,Villamiel,Cáceres,10,40.1870837,-6.7837201,0.9838,1
272386,2025-06-23,Almodóvar del Campo,Ciudad Real,10,38.7083953,-4.1760555,0.9886,1
261691,2025-03-03,Cangas de Onís,Asturias,10,43.3136138,-5.0658503,0.9924,1
266996,2025-04-01,Luena,Cantabria,10,43.1117585,-3.9070384,0.9933,1
275050,2025-07-19,Cañamero,Cáceres,10,39.3801055,-5.3892464,0.9931,1
255719,2025-02-21,Cieza,Cantabria,10,43.2230443,-4.1248734,0.9928,1
270202,2025-04-09,Llanes,Asturias,10,43.4211205,-4.7530835,0.9943,1
254191,2025-02-06,Fornelos de Montes,Pontevedra,10,42.3278337,-8.4353139,0.9854,1
267018,2025-04-01,Soba,Cantabria,10,43.1915054,-3.5623672,0.9932,1
277112,2025-08-03,Vilalba,Lugo,10,43.2962819,-7.6787671,0.9493,1
266975,2025-04-09,San Pedro del Romeral,Cantabria,10,43.115382,-3.8184121,0.9927,1
271663,2025-06-14,Aldea del Fresno,Madrid,10,40.3215212,-4.19936,0.9955,1
267056,2025-03-31,Ruesga,Cantabria,10,43.2949477,-3.5375132,0.9931,1
264983,2025-03-08,Luena,Cantabria,10,43.1117585,-3.9070384,0.0053,0
266643,2025-04-09,Zubieta,Navarra,10,43.1249707,-1.742525,0.9939,1
261007,2025-03-04,Piloña,Asturias,10,43.3340915,-5.331035,0.9934,1
264852,2025-03-19,Peñamellera Alta,Asturias,10,43.3105213,-4.7122719,0.9931,1
264854,2025-03-21,Llanes,Asturias,10,43.4211205,-4.7530835,0.9939,1
268666,2025-04-05,Cabuérniga,Cantabria,10,43.2064824,-4.3050679,0.9820,1
267132,2025-03-27,Veiga, A,Ourense,10,42.1378213,-7.9300289,0.9935,1
279257,2025-08-15,Palas de Rei,Lugo,10,42.8739125,-7.8697964,0.9860,1
254029,2025-02-06,Truchas,León,10,42.2856851,-6.3775157,0.9925,1
279503,2025-08-13,Manzaneda,Ourense,10,42.3098629,-7.2350007,0.9931,1
266577,2025-04-08,Baztan,Navarra,10,43.1628957,-1.4935352,0.9927,1
266820,2025-03-31,Verea,Ourense,10,42.1000133,-7.9836179,0.0893,0
251739,2025-01-15,Sobrescobio,Asturias,9,43.193854,-5.4622399,0.9926,1
279766,2025-08-13,Don Benito,Badajoz,9,38.9540269,-5.8619466,0.9917,1
256035,2025-02-19,Beintza-Labaien,Navarra,9,43.1061775,-1.7367901,0.9937,1
270831,2025-05-28,Higueruela,Albacete,9,38.9643114,-1.4443612,0.9929,1
282208,2025-09-18,Ponga,Asturias,9,43.1873037,-5.1540872,0.0014,0
266830,2025-04-01,Mazaricos,A Coruña,9,42.92795,-8.9941429,0.8271,1
276918,2025-08-03,Meaño,Pontevedra,9,42.4529577,-8.7915587,0.1080,0
264895,2025-03-06,Valdáliga,Cantabria,9,43.3301421,-4.3518153,0.9950,1
275038,2025-07-16,Almonte,Huelva,9,37.2611686,-6.5175751,0.9935,1
251730,2025-01-17,Truchas,León,9,42.2856851,-6.3775157,0.9913,1
277912,2025-08-10,Estrada, A,Pontevedra,9,42.1741006,-8.5065713,0.9903,1
252953,2025-01-06,Arenas de Iguña,Cantabria,9,43.1870286,-4.0496673,0.9942,1
267035,2025-03-10,Ruesga,Cantabria,9,43.2949477,-3.5375132,0.9903,1
268656,2025-04-27,Vega de Valcarce,León,9,42.6644368,-6.9454103,0.9932,1
266887,2025-04-02,Luena,Cantabria,9,43.1117585,-3.9070384,0.0059,0
279217,2025-08-20,Lama, A,Pontevedra,9,42.445646,-8.4036413,0.9956,1
277917,2025-08-10,Estrada, A,Pontevedra,9,42.1741006,-8.5065713,0.9903,1
281966,2025-09-21,Villarrubia de Santiago,Toledo,9,39.9847858,-3.3667545,0.9928,1
266921,2025-04-09,Peñamellera Alta,Asturias,9,43.3105213,-4.7122719,0.9834,1
266991,2025-03-31,Luyego,León,9,42.3430708,-6.2353512,0.9923,1
